brand,channel,month,month_idx,spend,revenue,roas,iroas,mas,rroi,ctr,cpc,picr,impression_share,cal_month,log_metric,own_n_hist,own_trailing_trend,detrended,seasonal_index,peer_trailing_trend,global_level,baseline,residual,own_sigma,peer_sigma,global_sigma,sigma,sudden_z,gradual_z,alert_score,alert_source,direction,is_true_spike,flagged,spike_type
Nimbus Home,digital_video,2024-01,12,39774.538343085296,168343.1775886969,4.232435739080374,1.9211515852606487,85839.3661855713,2.0005662825247086,0.007362833301253897,1.1245043260978862,0.05996825982384037,0.32527614579562664,1,1.442777652176374,12,1.2343050709289067,0.20847258124746726,0.0,0.9884613140962125,1.1128398962409978,1.2343050709289067,0.20847258124746726,0.06034814104558796,0.1452485312180967,0.13270931549359796,0.0989392274876374,2.107077107242587,-0.1740035293991033,2.107077107242587,sudden,up,True,True,sudden
Halcyon Personal Care,paid_search,2024-01,12,31886.998105633043,107975.12801206365,3.3861804003741938,2.481181281490371,86615.22874181876,2.707566685481572,0.04890072123880063,1.8863081840713867,0.13845376715081964,0.6829433345644287,1,1.2197025606065874,12,1.226403664668537,-0.00670110406194957,0.0,1.4632694889625062,1.1128398962409978,1.226403664668537,-0.00670110406194957,0.11981189478277839,0.1426625330102493,0.13270931549359796,0.1301985485225379,-0.051468346905492436,,-0.051468346905492436,sudden,up,False,False,
Solstice Foods,paid_search,2024-01,12,98268.59822478307,444111.9023536633,4.5193674314737455,3.1422162308129864,310831.9947170743,3.1592756804935203,0.050921373047233015,1.8776269196629105,0.15360610061022312,0.7097674306292067,1,1.5083720352613998,12,1.559037498429697,-0.05066546316829723,0.0,1.4632694889625062,1.1128398962409978,1.559037498429697,-0.05066546316829723,0.1322916093480599,0.1426625330102493,0.13270931549359796,0.13700566555814597,-0.3698056059352854,-0.24245364520856907,-0.24245364520856907,gradual,up,False,False,
Solstice Foods,affiliate,2024-01,12,110971.46729099746,437830.1013972921,3.9454295062097553,3.14319960530529,376067.15378347196,3.4297278605953188,0.027864051674392244,1.3314510281720096,0.1065912240803282,0.5481361720979051,1,1.3725578219354844,12,1.4033842905378686,-0.03082646860238425,0.0,1.3415802905043,1.1128398962409978,1.4033842905378686,-0.03082646860238425,0.19435027974649036,0.14232951840427838,0.13270931549359796,0.170704479136394,-0.1805838297760992,-0.509164624454437,-0.1805838297760992,sudden,up,False,False,
Crestline Beverages,affiliate,2024-01,12,73119.36722299067,252418.6919083333,3.452145464258971,2.3763211366678987,145750.1399699805,2.241578975935661,0.033009665623234756,1.3373264408867487,0.1320076390917641,0.5656599987240282,1,1.2389959114582003,12,1.1944973204884388,0.0444985909697615,0.0,1.3415802905043,1.1128398962409978,1.1944973204884388,0.0444985909697615,0.15516605485585855,0.14232951840427838,0.13270931549359796,0.14933126555968573,0.2979857620772389,0.8428726703421514,0.8428726703421514,gradual,up,False,True,gradual
Ridgeway Grocery,tv,2024-01,12,52207.14029147033,138455.89430742117,2.6520490020029364,1.5044388305057803,80209.75517029871,1.50598218017811,0.004602742111553509,,0.07461940273684739,0.5374865331574861,1,0.9753325495295843,12,0.7607958213903343,0.21453672813924995,0.0,0.6934486063276757,1.1128398962409978,0.7607958213903343,0.21453672813924995,0.07635899119644976,0.12392923115568723,0.13270931549359796,0.09798182754155771,2.1895563036753627,0.4263004893773311,2.1895563036753627,sudden,up,False,True,sudden
Crestline Beverages,tv,2024-01,12,57617.10497644573,86320.67317181281,1.4981778971210251,1.1959800574502435,70156.10170534435,1.1777471145403995,0.0038440519101700567,,0.07085141945788219,0.5366154540158076,1,0.4042496344666222,12,0.4875486249343232,-0.083298990467701,0.0,0.6934486063276757,1.1128398962409978,0.4875486249343232,-0.083298990467701,0.19172829840960587,0.12392923115568723,0.13270931549359796,0.1609105405669156,-0.5176726780869936,-0.04821097814178272,-0.04821097814178272,gradual,up,False,False,
Ridgeway Grocery,paid_search,2024-01,12,43529.780733344225,219406.79102591917,5.040383556488983,4.730090710788996,214887.41288516854,4.7435298936995,0.044881327337099756,1.753807391609345,0.13028095321243127,0.6409403128851144,1,1.6174821816656035,12,1.813306146897797,-0.19582396523219336,0.0,1.4632694889625062,1.1128398962409978,1.813306146897797,-0.19582396523219336,0.20258323083207302,0.1426625330102493,0.13270931549359796,0.1753465500039713,-1.1167825385087888,-0.40004687990175214,-0.40004687990175214,gradual,up,False,False,
Aster Wellness,display,2024-01,12,,,,,,,0.006571411485897447,0.7446972422654777,,0.4888691284605676,1,,12,0.5784464476276288,,0.0,0.9539971119261313,1.1128398962409978,0.5784464476276288,,0.20551971750500922,0.1465046406548104,0.13270931549359796,0.17869468257310067,,,,sudden,up,False,False,
Crestline Beverages,retail_media,2024-01,12,86067.81314283489,307687.05891764123,3.5749375716914686,3.294377432626098,280579.476226191,3.2383154973088812,0.01940857028220331,1.433426667426344,0.17422105822787834,0.6698199926390394,1,1.2739477135295756,12,1.1685969874154338,0.10535072611414176,0.0,1.3971069871861779,1.1128398962409978,1.1685969874154338,0.10535072611414176,0.12499246041957475,0.10540205937525984,0.13270931549359796,0.11608773267215888,0.9075095506573524,0.04157786479948375,0.9075095506573524,sudden,up,False,True,sudden
Crestline Beverages,social,2024-01,12,98139.12382510238,232498.114163766,2.3690665363806396,2.1821210365498867,217704.77814255052,2.2373064768365163,0.011157996160560475,0.9696219923735339,0.0891059725135459,0.5897920553824145,1,0.8624960110551954,12,0.8488646221688412,0.013631388886354179,0.0,1.0507571967223843,1.1128398962409978,0.8488646221688412,0.013631388886354179,0.15418530501266692,0.14241108956118123,0.13270931549359796,0.14883338889835523,0.09158824499832927,0.3712511218808854,0.3712511218808854,gradual,up,False,False,
Ridgeway Grocery,display,2024-01,12,46495.051946819774,125824.56859712274,2.7061926662871283,1.5043718327248397,75047.86915231402,1.6379306370474302,0.006216897680649816,0.6821643085351714,0.05002519317263922,0.503838197831821,1,0.9955427268766697,12,1.026986014634386,-0.03144328775771643,0.0,0.9539971119261313,1.1128398962409978,1.026986014634386,-0.03144328775771643,0.13871489380132043,0.1465046406548104,0.13270931549359796,0.14225568782563405,-0.22103360672831,0.39119253267625315,0.39119253267625315,gradual,up,False,False,
Aster Wellness,retail_media,2024-01,12,30791.81088291603,123425.43616652863,4.008385107191203,2.3994199519544113,83196.41734263655,2.711968688968696,0.01732263742281143,1.510763918278392,0.1654267541142757,0.6338070978764692,1,1.3883884437952752,12,1.3194795692141095,0.06890887458116568,0.0,1.3971069871861779,1.1128398962409978,1.3194795692141095,0.06890887458116568,0.08991744795403699,0.10540205937525984,0.13270931549359796,0.09695590769095647,0.7107238354243486,0.3281748440203136,0.7107238354243486,sudden,up,False,True,sudden
Aster Wellness,digital_video,2024-01,12,41175.46109052112,119144.9690833422,2.893591618109899,1.6376975226604473,64834.94659804551,1.632486039263439,0.007458024311952239,1.2142522663177866,0.06512040192506237,0.5255225232176303,1,1.0624985049519078,12,0.9263486453823638,0.13614985956954395,0.0,0.9884613140962125,1.1128398962409978,0.9263486453823638,0.13614985956954395,0.15039399864129332,0.1452485312180967,0.13270931549359796,0.1480551498125676,0.9195888136407595,0.42778375940090685,0.9195888136407595,sudden,up,False,True,sudden
Verdant Snacks,paid_search,2024-01,12,21496.14245948157,82471.84694689212,3.8365882205304818,3.103721689229171,66286.24537373429,3.202225057775152,0.044032187887938445,2.0236355392466514,0.13167358472794558,0.6555721843162575,1,1.3445834874267153,12,1.5887108721381393,-0.24412738471142403,0.0,1.4632694889625062,1.1128398962409978,1.5887108721381393,-0.24412738471142403,0.07500562141965893,0.1426625330102493,0.13270931549359796,0.10575876305174546,-2.3083419063059374,-0.8939611855402667,-0.8939611855402667,gradual,up,True,False,
Ridgeway Grocery,affiliate,2024-01,12,60132.964583397574,401956.551003591,6.6844625703780665,4.379464883917484,281919.70049861656,4.021101705243769,0.05009981908754418,0.8490465486453223,0.22205527843759967,0.5753905790651401,1,1.8997858139606412,12,1.4474889118022902,0.45229690215835094,0.0,1.3415802905043,1.1128398962409978,1.4474889118022902,0.45229690215835094,0.08790226621907712,0.14232951840427838,0.13270931549359796,0.1126419263032595,4.015351272852503,0.7046840864903305,4.015351272852503,sudden,up,True,True,sudden
Verdant Snacks,retail_media,2024-01,12,27155.726888938843,132272.24441825584,4.870878432355033,3.6317304473445438,96306.85334167209,3.418669044970243,0.020175550799352137,1.4031173475313357,0.19740457580855927,0.7072578455127068,1,1.5832742970822582,12,1.589384648358963,-0.006110351276704895,0.0,1.3971069871861779,1.1128398962409978,1.589384648358963,-0.006110351276704895,0.02691091165180262,0.10540205937525984,0.13270931549359796,0.08,-0.07637939095881119,-0.15930893018276382,-0.07637939095881119,sudden,up,True,False,
Crestline Beverages,ooh,2024-01,12,80570.08355920612,153543.89029655553,1.905718394641174,1.082430000033143,87370.47208742276,1.0220693232424234,0.0032039332648753664,,0.0387081728008056,0.421338095342745,1,0.6448590475384021,12,0.6938962677505404,-0.0490372202121383,0.0,0.5906177141187098,1.1128398962409978,0.6938962677505404,-0.0490372202121383,0.26803015427214305,0.26803015427214305,0.13270931549359796,0.26803015427214305,-0.1829541170294914,,-0.1829541170294914,sudden,up,False,False,
Crestline Beverages,paid_search,2024-01,12,81443.14593274295,324985.5576732448,3.9903364973354916,3.437270986206384,252088.33161880934,3.276939004933817,0.0467441133037824,1.7427909102309709,0.1291995262369462,0.7061763249606281,1,1.3838755625175638,12,1.3433860431714202,0.04048951934614364,0.0,1.4632694889625062,1.1128398962409978,1.3433860431714202,0.04048951934614364,0.1441062031370118,0.1426625330102493,0.13270931549359796,0.14344998944302884,0.2822552967996143,0.4533066869221046,0.4533066869221046,gradual,up,False,False,
Halcyon Personal Care,digital_video,2024-01,12,33440.314736836706,71327.66357645101,2.1329842179349736,1.5281618304745288,52556.9782684775,1.4901843759387183,0.007957324995383206,1.113845172868125,0.08371424239695874,0.5733985419162938,1,0.757522040462766,12,0.5864750186277146,0.1710470218350515,0.0,0.9884613140962125,1.1128398962409978,0.5864750186277146,0.1710470218350515,0.12764173908637172,0.1452485312180967,0.13270931549359796,0.135644826418974,1.2609918590387568,0.8207820606056102,1.2609918590387568,sudden,up,False,True,sudden
Nimbus Home,retail_media,2024-01,12,29038.80041527998,152432.90588712774,5.249283844621859,4.154445704143367,108807.40687682132,3.622582592646525,0.021846225616462798,1.542517305745666,0.13703669763347834,0.6377010897853655,1,1.65809165675055,12,1.4932080411024438,0.16488361564810616,0.0,1.3971069871861779,1.1128398962409978,1.4932080411024438,0.16488361564810616,0.07623302804246956,0.10540205937525984,0.13270931549359796,0.08949167864828333,1.8424463384593024,0.25181093952978845,1.8424463384593024,sudden,up,False,True,sudden
Nimbus Home,social,2024-01,12,26163.22856686615,81680.56701181264,3.1219605333897977,2.204442235299896,57023.796611246114,2.239837912529255,0.011556614393894209,0.9597424040579516,0.09065691784768837,0.6224698358874147,1,1.1384611805622789,12,1.1313666877784316,0.007094492783847217,0.0,1.0507571967223843,1.1128398962409978,1.1313666877784316,0.007094492783847217,0.04713565415381346,0.14241108956118123,0.13270931549359796,0.09044267024807155,0.07844187665388493,-0.1656058650643184,0.07844187665388493,sudden,up,False,False,
Verdant Snacks,social,2024-01,12,11594.045092312517,39767.831810784526,3.4300221789850345,2.3652662391016532,30772.440028916273,2.606820041539431,0.013440600097896526,0.8835568996252896,0.09394699121155677,0.621000450592838,1,1.2325667273333378,12,1.035474469011089,0.19709225832224875,0.0,1.0507571967223843,1.1128398962409978,1.035474469011089,0.19709225832224875,0.15974437537332228,0.14241108956118123,0.13270931549359796,0.15186560909507635,1.2978070512255213,1.0347558769562957,1.2978070512255213,sudden,up,True,True,sudden
Crestline Beverages,digital_video,2024-01,12,53775.36640630824,144926.8432919178,2.695041484178838,1.7166999572696546,98237.76248390693,1.69095123875916,0.006847125692815342,1.0008110469533085,0.06254307610920858,0.513352998771016,1,0.9914135972587557,12,1.064018536919216,-0.07260493966046044,0.0,0.9884613140962125,1.1128398962409978,1.064018536919216,-0.07260493966046044,0.10799560619410342,0.1452485312180967,0.13270931549359796,0.12492875393228219,-0.5811707663378766,-0.40090615003915003,-0.40090615003915003,gradual,up,False,False,
Halcyon Personal Care,social,2024-01,12,21954.245894893986,50253.809964677435,2.289024647226222,2.0904332200834888,50098.81332311682,2.1834979014209597,0.012342913754183608,1.001432471761746,0.08037776439223002,0.5970041509987591,1,0.8281258085953864,12,0.9797134586755627,-0.15158765008017627,0.0,1.0507571967223843,1.1128398962409978,0.9797134586755627,-0.15158765008017627,0.1317838899254483,0.14241108956118123,0.13270931549359796,0.1366144352144178,-1.109601996613739,-0.30069623803341,-0.30069623803341,gradual,up,False,False,
Solstice Foods,social,2024-01,12,127231.598273988,390205.44167000894,3.066890984342723,2.565862954650046,283841.44658779656,2.3311847096421996,0.011199660976563833,1.028360079858257,,0.6163109942594516,1,1.1206643397800478,12,1.2397279170450277,-0.11906357726497996,0.0,1.0507571967223843,1.1128398962409978,1.2397279170450277,-0.11906357726497996,0.14585552595254836,0.14241108956118123,0.13270931549359796,0.1442898730473815,-0.825169325818744,-0.5540760972779392,-0.5540760972779392,gradual,up,False,False,
Solstice Foods,retail_media,2024-01,12,90155.73716333974,326726.40583132656,3.6240223430193876,2.4858942254435403,197766.7512691498,2.4094160880390025,0.02417523901951625,1.4440224994295785,0.17191739677705883,0.7219375245773852,1,1.287584553454053,12,1.2818586059592554,0.005725947494797712,0.0,1.3971069871861779,1.1128398962409978,1.2818586059592554,0.005725947494797712,0.12820922454000203,0.10540205937525984,0.13270931549359796,0.11784233128330103,0.04858990341112772,-0.07156533663277913,0.04858990341112772,sudden,up,False,False,
Ridgeway Grocery,audio,2024-01,12,46524.72679069084,97702.42047440838,2.1000106226084863,1.424313486031197,67467.48203123089,1.5193679099451511,0.005526756082014219,0.8697040318153713,0.05659486571967515,0.4441643190415456,1,0.7419424031015772,12,0.6780542053525442,0.06388819774903298,0.0,0.7347671246804156,1.1128398962409978,0.6780542053525442,0.06388819774903298,0.17380661368675024,0.14497570428310483,0.13270931549359796,0.1607016548669114,0.39755780861089074,-0.05452258953183898,0.39755780861089074,sudden,up,False,False,
Aster Wellness,audio,2024-01,12,45380.74827300278,84993.84896400166,1.8729054103007134,1.2108242997535323,60700.37836237112,1.2997748893660586,0.004313808763104403,0.9087809566390764,0.051378811058666464,0.4693041293032378,1,0.6274909204785891,12,0.576366722574877,0.05112419790371214,0.0,0.7347671246804156,1.1128398962409978,0.576366722574877,0.05112419790371214,0.0895578113831082,0.14497570428310483,0.13270931549359796,0.11474776270128849,0.4455354657920322,0.12799267334409964,0.4455354657920322,sudden,up,False,False,
Halcyon Personal Care,digital_video,2024-02,13,35794.882538925616,56017.33962938958,1.5649538608898292,1.5145743938158884,56904.24664559945,1.5064735849789992,0.00750548500967246,1.1679059458542858,0.0742983482780269,0.5792815212578596,2,0.44785634169798394,13,0.623191544154181,-0.17533520245619705,0.0,0.9969059092775888,1.1165019092179054,0.623191544154181,-0.17533520245619705,0.1749367262452472,0.1534387250347535,0.13072671279335973,0.16558976919720647,-1.058852870598451,0.3057301623851508,0.3057301623851508,gradual,up,False,False,
Crestline Beverages,ooh,2024-02,13,72817.26120888765,132279.83990454665,1.8166000438423706,0.945266490340243,60295.70400086645,0.9029846626323841,0.0035456346503832505,,0.040808123255523715,0.4048004615055654,2,0.5969666462202765,13,0.6938962677505404,-0.09692962153026385,0.0,0.6567601656267883,1.1165019092179054,0.6938962677505404,-0.09692962153026385,0.19456950900206782,0.19456950900206782,0.13072671279335973,0.19456950900206782,-0.4981747758290006,-0.28189657824065456,-0.28189657824065456,gradual,up,False,False,
Halcyon Personal Care,paid_search,2024-02,13,30786.776853909698,119592.04024114409,3.8845261655234546,2.604188937000024,81396.29839635776,2.629218405660848,,1.6300346697754977,0.13977628431429695,0.6853780778531078,2,1.3570010112650333,13,1.2197025606065874,0.13729845065844581,0.0,1.4608875277208222,1.1165019092179054,1.2197025606065874,0.13729845065844581,0.10912623856439996,0.1429698284416205,0.13072671279335973,0.12384084285884367,1.1086685740256257,,1.1086685740256257,sudden,up,False,True,sudden
Nimbus Home,digital_video,2024-02,13,35457.194863497156,118614.03059196423,3.3452739577567723,1.7212022762322645,62591.20143548316,1.8240920278111201,0.0072025910531215145,1.0567610899152635,0.07096345190029653,,2,1.207548590901185,13,1.234833534881632,-0.027284943980447007,0.0,0.9969059092775888,1.1165019092179054,1.234833534881632,-0.027284943980447007,0.1084402603644511,0.1534387250347535,0.13072671279335973,0.12800481022110433,-0.21315561449071624,0.0729962308532621,0.0729962308532621,gradual,up,False,False,
Crestline Beverages,digital_video,2024-02,13,51804.97694961936,142895.0249990234,2.7583261959172303,1.762832548624727,82058.68555778022,1.5925812551195928,0.009155618001375753,1.033497183127807,0.0728801217995914,0.47879296506638414,2,1.0146240450087918,13,1.0596340185576034,-0.045009973548811644,0.0,0.9969059092775888,1.1165019092179054,1.0596340185576034,-0.045009973548811644,0.11062373044622627,0.1534387250347535,0.13072671279335973,0.12923894548471637,-0.34826942745470224,-0.3727304867527015,-0.34826942745470224,sudden,up,False,False,
Solstice Foods,retail_media,2024-02,13,107029.11518270531,398918.7914254942,3.7271988163642686,2.3594158704629824,260883.5711795526,2.470074335155706,0.020644096863513223,1.5665367665292789,0.17071628484025364,0.6219572123193198,2,1.315656963953397,13,1.3021316207420963,0.013525343211300722,0.0,1.4199424531860227,1.1165019092179054,1.3021316207420963,0.013525343211300722,0.155544930779083,0.10734834139453014,0.13072671279335973,0.13458989191623394,0.1004930089379864,0.5556640829459213,0.5556640829459213,gradual,up,False,True,gradual
Aster Wellness,audio,2024-02,13,42556.029377618135,74997.30256389851,1.762319080532981,1.2539906028801375,57969.64663692653,1.3466792247711439,,0.8549486474099116,0.04714502947363758,0.4532573328934624,2,0.5666306010924927,13,0.6180777698589797,-0.05144716876648692,0.0,0.7352011057454672,1.1165019092179054,0.6180777698589797,-0.05144716876648692,0.08441552661511863,0.13032600838345507,0.13072671279335973,0.10437660564483012,-0.4928994236653944,-0.0940786994204686,-0.0940786994204686,gradual,up,False,False,
Solstice Foods,digital_video,2024-02,13,99488.9747859493,190034.25384317117,1.9101036496961616,1.6690505891519896,161253.77331436062,1.769077976195014,0.007306286007341443,1.0515299998714724,0.0633035827249687,0.5344417039170302,2,0.647157507442775,13,1.0672721153567921,-0.4201146079140171,0.0,0.9969059092775888,1.1165019092179054,1.0672721153567921,-0.4201146079140171,0.280937872361138,0.1534387250347535,0.13072671279335973,0.22550346048010125,-1.8630073659161812,-0.7001793438055868,-0.7001793438055868,gradual,up,False,False,
Verdant Snacks,affiliate,2024-02,13,18754.82767408143,66794.47563986674,3.5614550451015106,3.040416014968883,55880.90556521119,3.223007691189946,0.028652485543205583,1.2164447954564344,0.10373735338760517,0.5850862628600503,2,1.270169181894586,13,1.3053228736013156,-0.03515369170672966,0.0,1.3541590457915926,1.1165019092179054,1.3053228736013156,-0.03515369170672966,0.09553345716885103,0.1404334149315414,0.13072671279335973,0.11505517793523815,-0.30553767624884165,0.59457114936149,0.59457114936149,gradual,up,False,True,gradual
Ridgeway Grocery,affiliate,2024-02,13,68912.14092634228,267907.43835852016,3.887666741407393,2.812368039020565,197644.69153793706,3.246182876684364,0.03132672789559154,1.2759083882770357,0.10664250844712685,0.543178702301009,2,1.357809168265889,13,1.4474889118022902,-0.08967974353640118,0.0,1.3541590457915926,1.1165019092179054,1.4474889118022902,-0.08967974353640118,0.09107774527326874,0.1404334149315414,0.13072671279335973,0.11253673208121337,-0.7968930843991703,0.16697681407338866,0.16697681407338866,gradual,up,False,False,
Aster Wellness,social,2024-02,13,43341.18472493572,84922.32932080963,1.9593910471014604,1.872052118068328,88278.83484182756,2.009203133904612,0.012359774177422485,0.8977481163084738,0.08751551362012022,0.5675797756329356,2,0.6726337347138527,13,0.7012753284552851,-0.02864159374143238,0.0,1.0583320378793684,1.1165019092179054,0.7012753284552851,-0.02864159374143238,0.14783728269023935,0.1444841377531196,0.13072671279335973,0.1463793935871438,-0.19566684243968552,-0.025103428699819713,-0.025103428699819713,gradual,up,False,False,
Verdant Snacks,retail_media,2024-02,13,23004.5337919763,120733.50976732282,5.248248491322749,3.220684635753762,82863.3095790183,3.555558209590088,0.020790075225704103,1.3698369908753858,0.19096087341298873,0.691654540978369,2,1.657894400239337,13,1.5825848799030793,0.07530952033625771,0.0,1.4199424531860227,1.1165019092179054,1.5825848799030793,0.07530952033625771,0.02651667889816845,0.10734834139453014,0.13072671279335973,0.08,0.9413690042032213,0.08769824588998393,0.9413690042032213,sudden,up,False,True,sudden
Crestline Beverages,social,2024-02,13,101415.68494846566,218802.32730386168,2.15748015127094,2.5221945180299383,236442.7192337474,2.3179028951334195,0.010623911291235659,0.8210913812743249,0.085056210488089,0.5912083293849305,2,0.7689409440587073,13,0.8624960110551954,-0.09355506699648808,0.0,1.0583320378793684,1.1165019092179054,0.8624960110551954,-0.09355506699648808,0.16609266801542671,0.1444841377531196,0.13072671279335973,0.15669765485790188,-0.5970419090274619,0.11221871294645408,0.11221871294645408,gradual,up,False,False,
Nimbus Home,audio,2024-02,13,47403.54420687619,112034.7744509271,2.363426117717918,1.777918859844663,85395.11446593815,1.6597174828309442,0.004892246088803387,0.8140885872951108,0.044859995431980854,0.4243117179273514,2,0.8601123110705428,13,1.00274554937804,-0.1426332383074972,0.0,0.7352011057454672,1.1165019092179054,1.00274554937804,-0.1426332383074972,0.11143593942706398,0.13032600838345507,0.13072671279335973,0.11964901288636445,-1.1920970751590052,-0.6371265372745539,-0.6371265372745539,gradual,up,False,False,
Solstice Foods,tv,2024-02,13,80223.33722231207,181598.9986314247,2.2636679664445274,1.426077408843831,100140.4727949309,1.33800013072541,0.0037026825105598163,,0.0758864381556041,0.5843383161064419,2,0.8169864916547481,13,0.7859538785923592,0.031032613062388914,0.0,0.7081704822850234,1.1165019092179054,0.7859538785923592,0.031032613062388914,0.09798371191617913,0.14453550116844693,0.13072671279335973,0.11822362028673036,0.26249080333629465,0.07629569890412663,0.26249080333629465,sudden,up,False,False,
Verdant Snacks,social,2024-02,13,19404.50818496635,59271.73494325944,3.0545342545285554,2.2769816829504803,46288.33792485454,2.4806804052979183,0.01235577091496633,1.0820909466320747,0.08690830932221989,0.554862532346801,2,1.1166271274918667,13,1.1578237924472154,-0.041196664955348794,0.0,1.0583320378793684,1.1165019092179054,1.1578237924472154,-0.041196664955348794,0.2296123203854112,0.1444841377531196,0.13072671279335973,0.19260006706702357,-0.21389745903365975,0.2703402638777845,0.2703402638777845,gradual,up,False,False,
Aster Wellness,paid_search,2024-02,13,30350.914335869762,126725.87967694126,4.1753562437877605,2.691944425352359,75098.10490739517,2.513341657609777,0.04684543456545651,1.789142119765552,0.14014197578550067,0.6536778696383009,2,1.4291996825159603,13,1.3103697694238885,0.1188299130920718,0.0,1.4608875277208222,1.1165019092179054,1.3103697694238885,0.1188299130920718,0.10510713999018013,0.1429698284416205,0.13072671279335973,0.12156917844732812,0.9774674354944074,0.39146571590084933,0.9774674354944074,sudden,up,False,True,sudden
Solstice Foods,display,2024-02,13,133039.6274184473,351416.9886272536,2.6414459770091487,1.753007642641233,230866.36571906324,1.851861110929925,0.006482188346927461,0.6167635270076892,0.043674597741323595,0.5425248474959871,2,0.9713264857792322,13,1.1557431262693196,-0.18441664049008744,0.0,0.9582148830195716,1.1165019092179054,1.1557431262693196,-0.18441664049008744,0.09967835193402967,0.14317848514807083,0.13072671279335973,0.11859145333143888,-1.555058440633834,-1.166313307089972,-1.166313307089972,gradual,up,False,False,
Solstice Foods,affiliate,2024-02,13,104542.61728690156,427304.4601974805,4.087370981202885,2.6963077570697855,313337.81212070095,3.2197982746684195,0.026635886852085084,1.2638087963855074,0.14490638601039518,0.5644264412447489,2,1.4079019714935008,13,1.3759467180857943,0.03195525340770655,0.0,1.3541590457915926,1.1165019092179054,1.3759467180857943,0.03195525340770655,0.21028715427826486,0.1404334149315414,0.13072671279335973,0.1799159632579503,0.17761210750316497,0.061661940212434804,0.17761210750316497,sudden,up,False,False,
Crestline Beverages,affiliate,2024-02,13,75528.25939092657,242587.54824835114,3.2118779143676903,2.1457779288000878,175520.02491812216,2.3388859320737163,0.03264138800527343,1.3633181328659474,0.13928033949872484,0.5801114154659033,2,1.166855786136645,13,1.2245610440906878,-0.05770525795404269,0.0,1.3541590457915926,1.1165019092179054,1.2245610440906878,-0.05770525795404269,0.15877817887944995,0.1404334149315414,0.13072671279335973,0.15080219455427232,-0.3826552930784777,0.2816837200609624,0.2816837200609624,gradual,up,False,False,
Nimbus Home,social,2024-02,13,25492.829910521068,83414.84860193494,3.272090579771571,2.2871864724783615,53086.41093120518,2.1320734343967187,0.010906017396307857,0.9095929202817521,0.09499359405633975,0.6255970370199334,2,1.185429101661595,13,1.1417672923768982,0.04366180928469676,0.0,1.0583320378793684,1.1165019092179054,1.1417672923768982,0.04366180928469676,0.04375023455417824,0.1444841377531196,0.13072671279335973,0.08754758377110927,0.4987208944435217,0.3036628042067917,0.4987208944435217,sudden,up,False,False,
Crestline Beverages,tv,2024-02,13,63633.079000139376,104348.39820715414,1.639845185032231,1.2759207696013917,82079.22331990175,1.2250811623924711,0.003788456036148784,,0.04939691211679903,0.5706678957007537,2,0.49460183800961527,13,0.4875486249343232,0.007053213075292053,0.0,0.7081704822850234,1.1165019092179054,0.4875486249343232,0.007053213075292053,0.19240962211879217,0.14453550116844693,0.13072671279335973,0.1715947869229899,0.041103889003676244,-0.11150726024175962,0.041103889003676244,sudden,up,False,False,
Ridgeway Grocery,paid_search,2024-02,13,46048.07521524719,211944.29075637515,4.6026742652252555,4.348848039313807,225949.8892002167,4.703020840090586,0.04709261767283897,1.9113840718907682,0.12866833221861615,0.7695596601738535,2,1.526637496575117,13,1.700116183668924,-0.17347868709380698,0.0,1.4608875277208222,1.1165019092179054,1.700116183668924,-0.17347868709380698,0.2225847109017344,0.1429698284416205,0.13072671279335973,0.18796954461472837,-0.9229084820595669,-1.3442186148883435,-0.9229084820595669,sudden,up,False,False,
Halcyon Personal Care,affiliate,2024-02,13,27952.967711966932,107590.13343449157,3.848969974963739,1.9782484395605313,64042.4808906677,2.2058527682693656,0.0332535213319719,1.1119679264888647,0.1565038081232062,0.5919572610879712,2,1.3478055735343006,13,1.3095237878196415,0.03828178571465912,0.0,1.3541590457915926,1.1165019092179054,1.3095237878196415,0.03828178571465912,0.14298750940854774,0.1404334149315414,0.13072671279335973,0.14187703354897976,0.26982369702171155,0.014508123064493617,0.26982369702171155,sudden,up,False,False,
Halcyon Personal Care,social,2024-02,13,23889.435091816937,57270.022713828446,2.3972949755285615,2.1064007741541633,61740.63231774875,2.4434228547935795,0.012000311953967693,0.797619825383577,0.08482898285868791,0.6298743896799998,2,0.8743410081765537,13,0.9416369949055775,-0.06729598672902382,0.0,1.0583320378793684,1.1165019092179054,0.9416369949055775,-0.06729598672902382,0.11778109345864507,0.1444841377531196,0.13072671279335973,0.12939111271711226,-0.520097441902003,-0.2748528118647759,-0.2748528118647759,gradual,up,False,False,
Halcyon Personal Care,retail_media,2024-02,13,,,,,,,0.02043710744810305,1.3528193039305025,0.2005618321157807,0.7107719639330524,2,,13,1.3900427562235889,,0.0,1.4199424531860227,1.1165019092179054,1.3900427562235889,,0.08827528577811718,0.10734834139453014,0.13072671279335973,0.09656791865481847,,,,sudden,up,False,False,
