brand,channel,month,genuine_efficiency_gain,spend_reduction_artifact,mix_shift_artifact,survivorship_bias,external_demand_spike,creative_refresh,group_id,event_keys
Nimbus Home,social,2024-07,0.0,0.0,1.0,0.0,0.0,0.0,brand:Nimbus Home#5,brand:Nimbus Home#4
Nimbus Home,social,2025-03,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#1,category:home_personal_wellness#1
Nimbus Home,social,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#2,category:home_personal_wellness#2
Pinebrook Pet Co.,affiliate,2025-03,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#1,category:home_personal_wellness#1
Pinebrook Pet Co.,affiliate,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#2,category:home_personal_wellness#2
Pinebrook Pet Co.,digital_video,2025-03,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#1,category:home_personal_wellness#1
Pinebrook Pet Co.,digital_video,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#2,category:home_personal_wellness#2
Pinebrook Pet Co.,display,2025-02,0.49999999999999994,0.0,0.0,0.5,0.0,0.0,category:home_personal_wellness#1,brand:Pinebrook Pet Co.#0;brand:Pinebrook Pet Co.#4
Pinebrook Pet Co.,display,2025-03,0.3444552299764068,0.0,0.0,0.3444552299764069,0.31108954004718614,0.0,category:home_personal_wellness#1,brand:Pinebrook Pet Co.#0;brand:Pinebrook Pet Co.#4;category:home_personal_wellness#1
Pinebrook Pet Co.,display,2025-04,0.49999999999999994,0.0,0.0,0.5,0.0,0.0,category:home_personal_wellness#1,brand:Pinebrook Pet Co.#0;brand:Pinebrook Pet Co.#4
Pinebrook Pet Co.,display,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#2,category:home_personal_wellness#2
Pinebrook Pet Co.,paid_search,2025-03,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#1,category:home_personal_wellness#1
Pinebrook Pet Co.,paid_search,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#2,category:home_personal_wellness#2
Pinebrook Pet Co.,retail_media,2024-10,0.0,0.0,0.0,0.0,0.0,1.0,brand:Pinebrook Pet Co.#1,brand:Pinebrook Pet Co.#1
Pinebrook Pet Co.,retail_media,2025-02,0.0,0.0,0.0,0.0,0.0,1.0,brand:Pinebrook Pet Co.#2,brand:Pinebrook Pet Co.#2
Pinebrook Pet Co.,retail_media,2025-03,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#1,category:home_personal_wellness#1
Pinebrook Pet Co.,retail_media,2025-06,0.5075833831229255,0.0,0.0,0.0,0.0,0.49241661687707455,brand:Pinebrook Pet Co.#3,brand:Pinebrook Pet Co.#3
Pinebrook Pet Co.,retail_media,2025-08,0.0,1.0,0.0,0.0,0.0,0.0,brand:Pinebrook Pet Co.#5,brand:Pinebrook Pet Co.#5
Pinebrook Pet Co.,retail_media,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#2,category:home_personal_wellness#2
Pinebrook Pet Co.,social,2024-10,0.0,0.0,0.0,0.0,0.0,1.0,brand:Pinebrook Pet Co.#1,brand:Pinebrook Pet Co.#1
Pinebrook Pet Co.,social,2025-03,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#1,category:home_personal_wellness#1
Pinebrook Pet Co.,social,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:home_personal_wellness#2,category:home_personal_wellness#2
Ridgeway Grocery,affiliate,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Ridgeway Grocery,affiliate,2024-01,0.4039115324918129,0.0,0.0,0.0,0.0,0.5960884675081871,brand:Ridgeway Grocery#1,brand:Ridgeway Grocery#1
Ridgeway Grocery,affiliate,2024-04,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,affiliate,2024-05,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,affiliate,2024-06,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,affiliate,2024-08,0.0,0.0,0.0,0.0,0.0,1.0,brand:Ridgeway Grocery#4,brand:Ridgeway Grocery#4
Ridgeway Grocery,affiliate,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Ridgeway Grocery,affiliate,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Ridgeway Grocery,audio,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Ridgeway Grocery,audio,2023-11,0.0,0.0,0.0,1.0,0.0,0.0,brand:Ridgeway Grocery#0,brand:Ridgeway Grocery#0
Ridgeway Grocery,audio,2024-04,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,audio,2024-05,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,audio,2024-06,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,audio,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Ridgeway Grocery,audio,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Ridgeway Grocery,display,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Ridgeway Grocery,display,2023-07,1.0,0.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#8,brand:Ridgeway Grocery#8
Ridgeway Grocery,display,2023-08,1.0,0.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#8,brand:Ridgeway Grocery#8
Ridgeway Grocery,display,2023-09,1.0,0.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#8,brand:Ridgeway Grocery#8
Ridgeway Grocery,display,2023-11,0.0,0.0,0.0,1.0,0.0,0.0,brand:Ridgeway Grocery#0,brand:Ridgeway Grocery#0
Ridgeway Grocery,display,2024-02,0.0,0.0,0.0,1.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#5
Ridgeway Grocery,display,2024-03,0.0,0.0,0.0,1.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#5
Ridgeway Grocery,display,2024-04,0.0,0.0,0.5,0.49999999999999994,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#5;brand:Ridgeway Grocery#7
Ridgeway Grocery,display,2024-05,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,display,2024-06,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,display,2025-02,0.0,0.5330100976065175,0.0,0.0,0.4669899023934825,0.0,category:food_beverage#1,brand:Ridgeway Grocery#9;category:food_beverage#1
Ridgeway Grocery,display,2025-03,0.0,1.0,0.0,0.0,0.0,0.0,category:food_beverage#1,brand:Ridgeway Grocery#9
Ridgeway Grocery,display,2025-04,0.0,1.0,0.0,0.0,0.0,0.0,category:food_beverage#1,brand:Ridgeway Grocery#9
Ridgeway Grocery,display,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Ridgeway Grocery,paid_search,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Ridgeway Grocery,paid_search,2023-09,0.42489174115226214,0.0,0.0,0.0,0.0,0.5751082588477379,brand:Ridgeway Grocery#8,brand:Ridgeway Grocery#6
Ridgeway Grocery,paid_search,2024-04,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,paid_search,2024-05,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,paid_search,2024-06,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,paid_search,2024-08,0.0,0.0,0.0,0.0,0.0,1.0,brand:Ridgeway Grocery#4,brand:Ridgeway Grocery#4
Ridgeway Grocery,paid_search,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Ridgeway Grocery,paid_search,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Ridgeway Grocery,retail_media,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Ridgeway Grocery,retail_media,2024-01,0.4039115324918129,0.0,0.0,0.0,0.0,0.5960884675081871,brand:Ridgeway Grocery#1,brand:Ridgeway Grocery#1
Ridgeway Grocery,retail_media,2024-04,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,retail_media,2024-05,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,retail_media,2024-06,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,retail_media,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Ridgeway Grocery,retail_media,2025-04,0.0,1.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#2,brand:Ridgeway Grocery#2
Ridgeway Grocery,retail_media,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Ridgeway Grocery,social,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Ridgeway Grocery,social,2023-07,1.0,0.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#8,brand:Ridgeway Grocery#8
Ridgeway Grocery,social,2023-08,1.0,0.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#8,brand:Ridgeway Grocery#8
Ridgeway Grocery,social,2023-09,0.7124458705761311,0.0,0.0,0.0,0.0,0.28755412942386893,brand:Ridgeway Grocery#8,brand:Ridgeway Grocery#6;brand:Ridgeway Grocery#8
Ridgeway Grocery,social,2024-04,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,social,2024-05,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,social,2024-06,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,social,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Ridgeway Grocery,social,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Ridgeway Grocery,tv,2023-03,0.0,1.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#3,brand:Ridgeway Grocery#3
Ridgeway Grocery,tv,2023-04,0.0,1.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#3,brand:Ridgeway Grocery#3
Ridgeway Grocery,tv,2023-05,0.0,1.0,0.0,0.0,0.0,0.0,brand:Ridgeway Grocery#3,brand:Ridgeway Grocery#3
Ridgeway Grocery,tv,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Ridgeway Grocery,tv,2024-04,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,tv,2024-05,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,tv,2024-06,0.0,0.0,1.0,0.0,0.0,0.0,brand:Ridgeway Grocery#7,brand:Ridgeway Grocery#7
Ridgeway Grocery,tv,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Ridgeway Grocery,tv,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Solstice Foods,affiliate,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Solstice Foods,affiliate,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Solstice Foods,affiliate,2025-04,0.0,0.0,0.0,1.0,0.0,0.0,brand:Solstice Foods#8,brand:Solstice Foods#8
Solstice Foods,affiliate,2025-05,0.0,0.0,0.0,1.0,0.0,0.0,brand:Solstice Foods#8,brand:Solstice Foods#8
Solstice Foods,affiliate,2025-06,0.0,0.0,0.0,1.0,0.0,0.0,brand:Solstice Foods#8,brand:Solstice Foods#8
Solstice Foods,affiliate,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Solstice Foods,affiliate,2025-10,0.0,1.0,0.0,0.0,0.0,0.0,brand:Solstice Foods#1,brand:Solstice Foods#1
Solstice Foods,digital_video,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Solstice Foods,digital_video,2024-05,0.0,0.0,0.0,1.0,0.0,0.0,brand:Solstice Foods#7,brand:Solstice Foods#7
Solstice Foods,digital_video,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Solstice Foods,digital_video,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Solstice Foods,display,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Solstice Foods,display,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Solstice Foods,display,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Solstice Foods,paid_search,2023-06,0.5513538116256349,0.0,0.0,0.0,0.4486461883743651,0.0,category:food_beverage#0,brand:Solstice Foods#5;category:food_beverage#0
Solstice Foods,paid_search,2023-07,1.0,0.0,0.0,0.0,0.0,0.0,category:food_beverage#0,brand:Solstice Foods#5
Solstice Foods,paid_search,2023-08,1.0,0.0,0.0,0.0,0.0,0.0,category:food_beverage#0,brand:Solstice Foods#5
Solstice Foods,paid_search,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Solstice Foods,paid_search,2025-05,0.0,0.0,0.0,0.0,0.0,1.0,brand:Solstice Foods#6,brand:Solstice Foods#6
Solstice Foods,paid_search,2025-06,0.0,0.0,0.0,0.0,0.0,1.0,brand:Solstice Foods#6,brand:Solstice Foods#6
Solstice Foods,paid_search,2025-07,0.0,0.0,0.0,0.0,0.0,1.0,brand:Solstice Foods#6,brand:Solstice Foods#6
Solstice Foods,paid_search,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Solstice Foods,retail_media,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Solstice Foods,retail_media,2023-10,0.0,0.0,0.0,1.0,0.0,0.0,brand:Solstice Foods#3,brand:Solstice Foods#3
Solstice Foods,retail_media,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Solstice Foods,retail_media,2025-05,0.0,0.0,0.0,0.0,0.0,1.0,brand:Solstice Foods#0,brand:Solstice Foods#0
Solstice Foods,retail_media,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Solstice Foods,social,2023-06,0.5513538116256349,0.0,0.0,0.0,0.4486461883743651,0.0,category:food_beverage#0,brand:Solstice Foods#5;category:food_beverage#0
Solstice Foods,social,2023-07,1.0,0.0,0.0,0.0,0.0,0.0,category:food_beverage#0,brand:Solstice Foods#5
Solstice Foods,social,2023-08,1.0,0.0,0.0,0.0,0.0,0.0,category:food_beverage#0,brand:Solstice Foods#5
Solstice Foods,social,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Solstice Foods,social,2025-05,0.0,0.0,0.0,0.0,0.0,1.0,brand:Solstice Foods#0,brand:Solstice Foods#0
Solstice Foods,social,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Solstice Foods,tv,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Solstice Foods,tv,2024-05,0.0,0.0,0.0,1.0,0.0,0.0,brand:Solstice Foods#7,brand:Solstice Foods#7
Solstice Foods,tv,2024-08,0.0,0.0,0.0,0.0,0.0,1.0,brand:Solstice Foods#4,brand:Solstice Foods#4
Solstice Foods,tv,2024-09,0.22878342118327546,0.0,0.0,0.0,0.0,0.7712165788167246,brand:Solstice Foods#4,brand:Solstice Foods#2;brand:Solstice Foods#4
Solstice Foods,tv,2024-10,0.0,0.0,0.0,0.0,0.0,1.0,brand:Solstice Foods#4,brand:Solstice Foods#4
Solstice Foods,tv,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Solstice Foods,tv,2025-09,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#2,category:food_beverage#2
Verdant Snacks,affiliate,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Verdant Snacks,affiliate,2023-09,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,affiliate,2023-10,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,affiliate,2023-11,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,affiliate,2024-07,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#6,brand:Verdant Snacks#6
Verdant Snacks,affiliate,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Verdant Snacks,affiliate,2025-08,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,affiliate,2025-09,0.0,0.0,0.5002813905575696,0.0,0.4997186094424304,0.0,category:food_beverage#2,brand:Verdant Snacks#5;category:food_beverage#2
Verdant Snacks,affiliate,2025-10,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,digital_video,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Verdant Snacks,digital_video,2023-09,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,digital_video,2023-10,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,digital_video,2023-11,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,digital_video,2024-07,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#6,brand:Verdant Snacks#6
Verdant Snacks,digital_video,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Verdant Snacks,digital_video,2025-08,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,digital_video,2025-09,0.0,0.0,0.5002813905575696,0.0,0.4997186094424304,0.0,category:food_beverage#2,brand:Verdant Snacks#5;category:food_beverage#2
Verdant Snacks,digital_video,2025-10,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,display,2023-03,0.0,0.0,0.0,1.0,0.0,0.0,brand:Verdant Snacks#1,brand:Verdant Snacks#1
Verdant Snacks,display,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Verdant Snacks,display,2023-09,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,display,2023-10,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,display,2023-11,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,display,2024-07,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#6,brand:Verdant Snacks#6
Verdant Snacks,display,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Verdant Snacks,display,2025-08,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,display,2025-09,0.0,0.0,0.5002813905575696,0.0,0.4997186094424304,0.0,category:food_beverage#2,brand:Verdant Snacks#5;category:food_beverage#2
Verdant Snacks,display,2025-10,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,paid_search,2023-04,1.0,0.0,0.0,0.0,0.0,0.0,category:food_beverage#0,brand:Verdant Snacks#0
Verdant Snacks,paid_search,2023-05,1.0,0.0,0.0,0.0,0.0,0.0,category:food_beverage#0,brand:Verdant Snacks#0
Verdant Snacks,paid_search,2023-06,0.5513538116256349,0.0,0.0,0.0,0.4486461883743651,0.0,category:food_beverage#0,brand:Verdant Snacks#0;category:food_beverage#0
Verdant Snacks,paid_search,2023-07,0.0,1.0,0.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#4
Verdant Snacks,paid_search,2023-08,0.0,1.0,0.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#4
Verdant Snacks,paid_search,2023-09,0.0,0.5,0.5,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3;brand:Verdant Snacks#4
Verdant Snacks,paid_search,2023-10,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,paid_search,2023-11,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,paid_search,2024-07,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#6,brand:Verdant Snacks#6
Verdant Snacks,paid_search,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Verdant Snacks,paid_search,2025-08,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,paid_search,2025-09,0.0,0.0,0.5002813905575696,0.0,0.4997186094424304,0.0,category:food_beverage#2,brand:Verdant Snacks#5;category:food_beverage#2
Verdant Snacks,paid_search,2025-10,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,retail_media,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Verdant Snacks,retail_media,2023-09,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,retail_media,2023-10,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,retail_media,2023-11,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,retail_media,2024-07,0.5,0.0,0.5,0.0,0.0,0.0,brand:Verdant Snacks#6,brand:Verdant Snacks#2;brand:Verdant Snacks#6
Verdant Snacks,retail_media,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Verdant Snacks,retail_media,2025-08,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,retail_media,2025-09,0.0,0.0,0.5002813905575696,0.0,0.4997186094424304,0.0,category:food_beverage#2,brand:Verdant Snacks#5;category:food_beverage#2
Verdant Snacks,retail_media,2025-10,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,social,2023-06,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#0,category:food_beverage#0
Verdant Snacks,social,2023-09,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,social,2023-10,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,social,2023-11,0.0,0.0,1.0,0.0,0.0,0.0,brand:Verdant Snacks#4,brand:Verdant Snacks#3
Verdant Snacks,social,2024-07,0.5,0.0,0.5,0.0,0.0,0.0,brand:Verdant Snacks#6,brand:Verdant Snacks#2;brand:Verdant Snacks#6
Verdant Snacks,social,2025-02,0.0,0.0,0.0,0.0,1.0,0.0,category:food_beverage#1,category:food_beverage#1
Verdant Snacks,social,2025-08,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
Verdant Snacks,social,2025-09,0.0,0.0,0.5002813905575696,0.0,0.4997186094424304,0.0,category:food_beverage#2,brand:Verdant Snacks#5;category:food_beverage#2
Verdant Snacks,social,2025-10,0.0,0.0,1.0,0.0,0.0,0.0,category:food_beverage#2,brand:Verdant Snacks#5
